"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x47771971","x1321764655224803328",2020-10-29 10:43:45,"gsopoagmle","@samgerrits De islam ontkent dat Jesus de Zoon van God is. Misschien hebben de christenen het recht om willekeurige Muslims te onthoofden. Ik vind het niet waard dat de islam goddelijke zoonschap van Jesus ter discussie stelt.

/sarcasme off","Twitter Web App",128,"x1321742147025051648","x28763451","samgerrits",FALSE,FALSE,0,0,0,0,,,"twitter.com/i/web/status/1…","https://t.co/vvXabPrSYr","https://twitter.com/i/web/status/1321764655224803328",,,,,,,,,"x28763451","samgerrits","nl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/gsopoagmle/status/1321764655224803328","George",,,,FALSE,27,88,0,2974,9949,2009-06-16 23:21:07,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x1183152785266794496","x1321764655208058881",2020-10-29 10:43:45,"1GOPWIZARD","<U+0001F602><U+0001F602>","Twitter for iPhone",,,,,TRUE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"und","x1321596096045412353","Martha McSally has done everything she can to appeal to Trump &amp; his base

This is how he introduced her:

""Just come up fast. Fast. Fast. Come on. Quick. You got one minute! One minute, Martha! They don’t want to hear this, Martha. Come on. Let’s go. Quick, quick, quick. Come on"" https://t.co/3caQZaAmx9",2020-10-28 23:33:58,"Twitter Web App",9356,2024,"x11744152","yashar","Yashar Ali <U+0001F418>",696607,26321,184268,"<U+0001F418><U+0001F418><U+0001F418><U+0001F418>","New York Magazine/HuffPost Contributor Email: currentyashar@gmail.com Direct Messages Open Text/Call/Signal/Confide/WhatsApp: 310-795-2497. Agents: UTA",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/1GOPWIZARD/status/1321764655208058881","GOP Wizard","Florida, USA","#FBR #PRU #THE RESISTANCE I block Republicans and their sympathizers. I love America and our Constitution. GOP, loves a man, not the Constitution!<U+0001F30A><U+0001F30A><U+0001F30A>",,FALSE,2563,2745,5,27786,17530,2019-10-12 22:49:57,FALSE,,,,"https://pbs.twimg.com/profile_banners/1183152785266794496/1592333940","","http://pbs.twimg.com/profile_images/1183160208052445184/Tkm-rQV7_normal.jpg"
"x1294988732185980934","x1321764655237193735",2020-10-29 10:43:45,"bangtanallure","#YOONGI : <U+0001D422> <U+0001D430><U+0001D41A><U+0001D427><U+0001D42D> <U+0001D422><U+0001D42D>, <U+0001D422> <U+0001D420><U+0001D428><U+0001D42D> <U+0001D422><U+0001D42D> !
(7 rings) https://t.co/ixHvPOkpOV","Twitter Web App",,,,,FALSE,TRUE,0,0,0,0,"YOONGI",,,,,"http://pbs.twimg.com/ext_tw_video_thumb/1321758957363437568/pu/img/NM5g-Sm4tZqse72P.jpg","https://t.co/ixHvPOkpOV","https://twitter.com/jamaiskook/status/1321760116451004416/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1321758957363437568/pu/img/NM5g-Sm4tZqse72P.jpg","https://t.co/ixHvPOkpOV","https://twitter.com/jamaiskook/status/1321760116451004416/video/1",,"x1092545094165635074","jamaiskook","en",,,,,,,,,,,,,,,,"x1321760116451004416","#YOONGI : <U+0001D422> <U+0001D430><U+0001D41A><U+0001D427><U+0001D42D> <U+0001D422><U+0001D42D>, <U+0001D422> <U+0001D420><U+0001D428><U+0001D42D> <U+0001D422><U+0001D42D> !
(7 rings) https://t.co/ixHvPOkpOV",2020-10-29 10:25:43,"Twitter for Android",5,1,"x1092545094165635074","jamaiskook","BE: tia7 is sleeping<U+0001F4A4>",10259,8597,35158,"she/her | bi","non-jungkookers can gtfo <U+2764><U+FE0F> • @strawbryKoo <U+0001F469><U+200D><U+2764><U+FE0F><U+200D><U+0001F469> • backup @btxtyouniverse",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/bangtanallure/status/1321764655237193735","<U+1D2E><U+1D31>m7(ia 4 <U+0001F4DA>)"," <U+2605> OT7","#Kaneki : I'll  snap u  into <U+0001D7E4>  if u go anywhere  near  @BTS_twt  <U+2730>  ARMYWEEB FANACCOUNT  <U+2730> she/her <U+2730> @Jeons_ruru7  <U+0001F49C>","https://curiouscat.qa/jeoncore7",FALSE,831,624,27,19291,28128,2020-08-16 13:26:19,FALSE,,,,"https://pbs.twimg.com/profile_banners/1294988732185980934/1602689443","","http://pbs.twimg.com/profile_images/1320344995522437120/rGMSTIbc_normal.jpg"
"x1051015889791807490","x1321764655228874752",2020-10-29 10:43:45,"millenisoftly","ini apa kok dihapus :(","Twitter for Android",,,,,TRUE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"in","x1321763295477395456","No one mad over nickname. We're talking about music genre https://t.co/rJ0TAkXPPG",2020-10-29 10:38:21,"Twitter for Android",163,25,"x1161681563244888064","haetbithyun","<U+CC21>",11873,140,8685,"She/her","<U+C815><U+C0C1><U+C73C><U+B85C> <U+AC00><U+B294><U+AE38><U+C774> <U+D798><U+B4E4><U+C9C0><U+B9CC>, <U+C2A4><U+D0A4><U+C988> <U+B9CC><U+B098><U+C11C> <U+D589><U+BCF5><U+D558><U+B2E4>  #OT8 #<U+B9AC><U+B178> #<U+D604><U+C9C4> #<U+C2B9><U+BBFC> Trans: #Eana_translation <U+D55C>/ Eng",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/millenisoftly/status/1321764655228874752","<U+064B><U+FE0F><U+FE0F><U+FE0F><U+FE0F>",,". _._ <U+2661> <U+A4B0> <U+2601><U+FE0F> #<U+D55C><U+C9C0><U+C131>; i will love you no matter what. <U+0001F587>","http://BAY8.xn--h4h",FALSE,1893,1433,42,80319,20493,2018-10-13 07:44:49,FALSE,,,,"https://pbs.twimg.com/profile_banners/1051015889791807490/1603779570","","http://pbs.twimg.com/profile_images/1320973380334436352/qX1e-M9M_normal.jpg"
"x2320262359","x1321764655241531393",2020-10-29 10:43:45,"MarkoRoyn","@i7hamadx <U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647> <U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647> <U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647> <U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647>","Twitter for iPhone",130,"x1321763433533050880","x479449077","i7hamadx",FALSE,FALSE,0,0,0,0,,,"twitter.com/i/web/status/1…","https://t.co/WB2b1qao3n","https://twitter.com/i/web/status/1321764655241531393",,,,,,,,,"x479449077","i7hamadx","ar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MarkoRoyn/status/1321764655241531393","<U+0631><U+064A><U+0651><U+0627><U+0646>",,"{ <U+0627><U+0644><U+0652><U+062D><U+064E><U+0645><U+0652><U+062F><U+064F> <U+0644><U+0650><U+0644><U+064E><U+0651><U+0647><U+0650> <U+0631><U+064E><U+0628><U+0650><U+0651> <U+0627><U+0644><U+0652><U+0639><U+064E><U+0627><U+0644><U+064E><U+0645><U+0650><U+064A><U+0646><U+064E> }",,FALSE,32567,602,135,409364,9366,2014-01-31 05:08:45,FALSE,,,,"https://pbs.twimg.com/profile_banners/2320262359/1593137271","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1263126875523727366/B25gxvXH_normal.jpg"
"x1184611276900786177","x1321764655216340992",2020-10-29 10:43:45,"Sue_2392","[#AMAs 2020]

 <U+0001F4CC> Voting was reset on the website! Please cast your new 10 votes again! 

<U+0001F517>: https://t.co/s9i8nUd0yl

BTS (@BTS_twt) for Favorite Social Artist. https://t.co/GFH4cnnkP3","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,"AMAs",,"billboard.com/amasvote","https://t.co/s9i8nUd0yl","http://billboard.com/amasvote",,,,,,,,,"x1293454435969097731","BTSVotingTroop","en",,,,,,,,,,,,,,,,"x1321711356035346433","[#AMAs 2020]

 <U+0001F4CC> Voting was reset on the website! Please cast your new 10 votes again! 

<U+0001F517>: https://t.co/s9i8nUd0yl

BTS (@BTS_twt) for Favorite Social Artist. https://t.co/GFH4cnnkP3",2020-10-29 07:11:58,"Twitter for Android",92,86,"x1293454435969097731","BTSVotingTroop","<U+1D2E><U+1D31>BTS Voting Troop7",7307,39,1765,"Global ","Global voting fanbase for @BTS_twt <U+25AA><U+FE0E> Talk with us on @BTSVotingTalk",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Sue_2392/status/1321764655216340992","<U+1D2E><U+1D31>Peggy Sue7 <U+1D48><U+02B8>n<U+1D43><U+1D50><U+1DA6><U+1D57><U+1D49>",,"Me restringieron mi cuenta principal @Br13la_92.
A empezar de cero pero con todo para este comeback de @BTS_twt. 
ARMY <U+0001F49C>, OT7, Jimin biased, Jikook shippers.",,FALSE,158,317,1,53063,61793,2019-10-16 23:25:28,FALSE,,,,"https://pbs.twimg.com/profile_banners/1184611276900786177/1603151601","","http://pbs.twimg.com/profile_images/1318265607427641345/OzKlo22O_normal.jpg"
"x989135434625110016","x1321764655216295936",2020-10-29 10:43:45,"hueningdungie","@TXT_members YOU SO PRETTY","Twitter for Android",13,"x1321763944457883648","x1059327333532749824","TXT_members",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1059327333532749824","TXT_members","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/hueningdungie/status/1321764655216295936","<U+271C> bamgyu7 is studying <U+0001F4DA>","<U+2192> <U+0001D672><U+0001D68A><U+0001D69B><U+0001D68A><U+0001D69D><U+0001D695><U+0001D68A><U+0001D697><U+0001D68D> <U+0001F48E>","#<U+0001D619><U+0001D614>7:<U+0001D610> <U+0001D638><U+0001D62A><U+0001D634><U+0001D629> <U+0001D635><U+0001D629><U+0001D626><U+0001D633><U+0001D626> <U+0001D638><U+0001D622><U+0001D634> <U+0001D622> <U+0001D638><U+0001D630><U+0001D633><U+0001D625> <U+0001D623><U+0001D626><U+0001D635><U+0001D635><U+0001D626><U+0001D633> <U+0001D635><U+0001D629><U+0001D622><U+0001D62F> '<U+0001D62D><U+0001D630><U+0001D637><U+0001D626>'. <U+0001D610> <U+0001D633><U+0001D626><U+0001D622><U+0001D62D><U+0001D62D><U+0001D63A> <U+0001D635><U+0001D633><U+0001D636><U+0001D62D><U+0001D63A> <U+0001D62D><U+0001D630><U+0001D637><U+0001D626> <U+0001D63A><U+0001D630><U+0001D636>, <U+0001D631><U+0001D62D><U+0001D626><U+0001D622><U+0001D634><U+0001D626> <U+0001D62C><U+0001D62F><U+0001D630><U+0001D638> <U+0001D635><U+0001D629><U+0001D622><U+0001D635>.",,FALSE,2754,2831,18,168912,192576,2018-04-25 13:33:59,FALSE,,,,"https://pbs.twimg.com/profile_banners/989135434625110016/1603874899","","http://pbs.twimg.com/profile_images/1321373222449807362/A-VHbVJe_normal.jpg"
"x1262688048363581440","x1321764655220641793",2020-10-29 10:43:45,"DaneDach","“Why should you mind being wrong if someone can show you that you are?”","Twitter for Android",,,,,TRUE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x288363743","matthewjdowd","en","x1321763983242727426","Happy bday English philosopher A. J. Ayer, b.1910. 

“The ground for taking ignorance to be restrictive of freedom is that it causes people to make choices which they would not have made if they had seen what the realization of their choices involved.”",2020-10-29 10:41:05,"Twitter for iPad",7,0,"x288363743","matthewjdowd","Matthew Dowd",186755,10624,167442,,"Proud Pop, Proud Independent, Chief Political Analyst, ABC News; Founder, CountryOverParty; Author, A New Way: Embracing the Paradox as We Lead and Serve.",TRUE,"x1321764042302738432","“Why should you mind being wrong if someone can show you that you are?”",2020-10-29 10:41:19,"Twitter for iPad",11,1,"x288363743","matthewjdowd","Matthew Dowd",186755,10624,167442,,"Proud Pop, Proud Independent, Chief Political Analyst, ABC News; Founder, CountryOverParty; Author, A New Way: Embracing the Paradox as We Lead and Serve.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DaneDach/status/1321764655220641793","DachDaneAgainstOrange","North Carolina, USA","Disabled Veteran, Women's Rights, ACSW/MSW, Other Degrees, Atheist, Dog <U+2764>, RESIST the <U+0001F34A><U+0001F4A9>. <U+0001F30A><U+0001F30A><U+0001F637> Biden/Harris 2020",,FALSE,3600,4279,1,70861,55579,2020-05-19 10:17:03,FALSE,,,,"https://pbs.twimg.com/profile_banners/1262688048363581440/1589884589","","http://pbs.twimg.com/profile_images/1320131543990521863/g4_vZjHv_normal.jpg"
"x2183701256","x1321764655220490241",2020-10-29 10:43:45,"AoraeBuaong","<U+0E21><U+0E35><U+0E1E><U+0E19><U+0E31><U+0E01><U+0E07><U+0E32><U+0E19><U+0E2A><U+0E48><U+0E07><U+0E02><U+0E2D><U+0E07><U+0E40><U+0E2A><U+0E35><U+0E22><U+0E0A><U+0E35><U+0E27><U+0E34><U+0E15> (<U+0E2D><U+0E35><U+0E01><U+0E41><U+0E25><U+0E49><U+0E27>) <U+0E1E><U+0E32><U+0E14><U+0E2B><U+0E31><U+0E27><U+0E02><U+0E48><U+0E32><U+0E27><U+0E1A><U+0E2D><U+0E01><U+0E27><U+0E48><U+0E32><U+0E27><U+0E31><U+0E19><U+0E19><U+0E36><U+0E07><U+0E15><U+0E49><U+0E2D><U+0E07><U+0E44><U+0E1B><U+0E2A><U+0E48><U+0E07><U+0E02><U+0E2D><U+0E07><U+0E16><U+0E36><U+0E07> 300 <U+0E1A><U+0E49><U+0E32><U+0E19> <U+0E40><U+0E27><U+0E25><U+0E32><U+0E08><U+0E30><U+0E44><U+0E1B><U+0E42><U+0E23><U+0E07><U+0E1E><U+0E22><U+0E32><U+0E1A><U+0E32><U+0E25><U+0E01><U+0E47><U+0E22><U+0E31><U+0E07><U+0E44><U+0E21><U+0E48><U+0E21><U+0E35> <U+0E43><U+0E19><U+0E02><U+0E48><U+0E32><U+0E27><U+0E1A><U+0E2D><U+0E01><U+0E14><U+0E49><U+0E27><U+0E22><U+0E27><U+0E48><U+0E32><U+0E1B><U+0E23><U+0E34><U+0E21><U+0E32><U+0E13><U+0E02><U+0E2D><U+0E07><U+0E17><U+0E35><U+0E48><U+0E15><U+0E49><U+0E2D><U+0E07><U+0E2A><U+0E48><U+0E07><U+0E40><U+0E1E><U+0E34><U+0E48><U+0E21><U+0E02><U+0E36><U+0E49><U+0E19><U+0E40><U+0E22><U+0E2D><U+0E30><U+0E21><U+0E32><U+0E01><U+0E40><U+0E1E><U+0E23><U+0E32><U+0E30><U+0E2A><U+0E16><U+0E32><U+0E19><U+0E01><U+0E32><U+0E23><U+0E13><U+0E4C><U+0E01><U+0E32><U+0E23><U+0E23><U+0E30><U+0E1A><U+0E32><U+0E14><U+0E02><U+0E2D><U+0E07><U+0E42><U+0E04><U+0E27><U+0E34><U+0E14>","Twitter for iPhone",,,,,TRUE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x140099006","mmallowme","th","x1280965255024111616","""<U+D558><U+B8E8> 300<U+ACF3> <U+BC30><U+B2EC> <U+BCD1><U+C6D0> <U+AC08> <U+C2DC><U+AC04><U+B3C4> <U+C5C6><U+C5B4>"".. CJ<U+B300><U+D55C><U+D1B5><U+C6B4> <U+D0DD><U+BC30><U+AE30><U+C0AC> <U+B610> <U+C0AC><U+B9DD> | <U+B2E4><U+C74C> <U+B274><U+C2A4> https://t.co/BCmDLcsZ4v",2020-07-08 20:41:30,"Twitter for Android",15,30,"x296077445","tonedo3305","<U+ACF5><U+C218><U+CC98>, <U+AC00><U+C9DC><U+B274><U+C2A4> <U+C5B8><U+B860> <U+C9D5><U+BC8C><U+C801><U+C190><U+D574><U+BC30><U+C0C1><U+BC95> <U+D544><U+C694><U+D558><U+C8E0>.",10093,11035,274893,,"<U+C0C8><U+B204><U+B9AC><U+ACC4><U+C5F4>, <U+ACE0><U+CD94><U+C810><U+C790><U+B9AC> <U+AD00><U+B828>,<U+C785><U+C9C4><U+BCF4> <U+D138><U+BCF4> <U+C885><U+C790>.<U+C2E0><U+CC9C><U+C9C0><U+B4E4> <U+C0AC><U+C808><U+D569><U+B2C8><U+B2E4>. <U+518D><U+9020><U+5C71><U+6CB3>",FALSE,"x1321648826986328070","<U+0E21><U+0E35><U+0E1E><U+0E19><U+0E31><U+0E01><U+0E07><U+0E32><U+0E19><U+0E2A><U+0E48><U+0E07><U+0E02><U+0E2D><U+0E07><U+0E40><U+0E2A><U+0E35><U+0E22><U+0E0A><U+0E35><U+0E27><U+0E34><U+0E15> (<U+0E2D><U+0E35><U+0E01><U+0E41><U+0E25><U+0E49><U+0E27>) <U+0E1E><U+0E32><U+0E14><U+0E2B><U+0E31><U+0E27><U+0E02><U+0E48><U+0E32><U+0E27><U+0E1A><U+0E2D><U+0E01><U+0E27><U+0E48><U+0E32><U+0E27><U+0E31><U+0E19><U+0E19><U+0E36><U+0E07><U+0E15><U+0E49><U+0E2D><U+0E07><U+0E44><U+0E1B><U+0E2A><U+0E48><U+0E07><U+0E02><U+0E2D><U+0E07><U+0E16><U+0E36><U+0E07> 300 <U+0E1A><U+0E49><U+0E32><U+0E19> <U+0E40><U+0E27><U+0E25><U+0E32><U+0E08><U+0E30><U+0E44><U+0E1B><U+0E42><U+0E23><U+0E07><U+0E1E><U+0E22><U+0E32><U+0E1A><U+0E32><U+0E25><U+0E01><U+0E47><U+0E22><U+0E31><U+0E07><U+0E44><U+0E21><U+0E48><U+0E21><U+0E35> <U+0E43><U+0E19><U+0E02><U+0E48><U+0E32><U+0E27><U+0E1A><U+0E2D><U+0E01><U+0E14><U+0E49><U+0E27><U+0E22><U+0E27><U+0E48><U+0E32><U+0E1B><U+0E23><U+0E34><U+0E21><U+0E32><U+0E13><U+0E02><U+0E2D><U+0E07><U+0E17><U+0E35><U+0E48><U+0E15><U+0E49><U+0E2D><U+0E07><U+0E2A><U+0E48><U+0E07><U+0E40><U+0E1E><U+0E34><U+0E48><U+0E21><U+0E02><U+0E36><U+0E49><U+0E19><U+0E40><U+0E22><U+0E2D><U+0E30><U+0E21><U+0E32><U+0E01><U+0E40><U+0E1E><U+0E23><U+0E32><U+0E30><U+0E2A><U+0E16><U+0E32><U+0E19><U+0E01><U+0E32><U+0E23><U+0E13><U+0E4C><U+0E01><U+0E32><U+0E23><U+0E23><U+0E30><U+0E1A><U+0E32><U+0E14><U+0E02><U+0E2D><U+0E07><U+0E42><U+0E04><U+0E27><U+0E34><U+0E14>",2020-10-29 03:03:30,"Twitter for iPhone",56,880,"x140099006","mmallowme","<U+26C5><U+FE0F>",425,723,207918,,,FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AoraeBuaong/status/1321764655220490241","<U+0E01><U+0E31><U+0E21><U+C74C>",,"<U+0001F49C> <U+0669>(//`<U+0414>/´/)<U+06F6> <U+0001F525>",,FALSE,224,986,8,312175,44866,2013-11-09 06:07:18,FALSE,,,,"https://pbs.twimg.com/profile_banners/2183701256/1547475119","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1150778626553470976/7GjCBWA7_normal.jpg"
"x1209440920644440064","x1321764655212081154",2020-10-29 10:43:45,"YACHllI","*semprot jejaknya.* 

Yo!","Twitter for iPhone",,,,,TRUE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"in","x1321754062006624258","@2DimensiMenfess [Jejak.]",2020-10-29 10:01:40,"Twitter for Android",0,0,"x725678854598053890","kuukiyomenee","<U+5F71><U+5C71>.",174,136,6493,"<U+21F2> Penned by #H<U+026A>s<U+029C><U+1D0F><U+1D1C>","<U+275D> The cooler the hitters are... the happier I am as a setter. <U+275E> 

#HQRP - post timeskip -",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/YACHllI/status/1321764655212081154","Yachi<U+0001F33B>","<U+3010>CRACK<U+3011> <U+4E00> W19+","<U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800> <U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800> <U+300C><U+0001D47B><U+0001D490><U+0001D498><U+0001D48F><U+0001D494> <U+0001D477><U+0001D486><U+0001D493><U+0001D494><U+0001D490><U+0001D48F> <U+0001D469>, <U+0001D46A><U+0001D482><U+0001D48F> <U+0001D46D><U+0001D48A><U+0001D488><U+0001D489><U+0001D495> <U+0001D47B><U+0001D490><U+0001D490>!<U+300D><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800> <U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800>",,FALSE,144,68,1,1640,89,2019-12-24 11:49:58,FALSE,,,,"https://pbs.twimg.com/profile_banners/1209440920644440064/1603852887","","http://pbs.twimg.com/profile_images/1321265018495619072/-VwkaEW3_normal.jpg"
"x1044430022516269058","x1321764655212060672",2020-10-29 10:43:45,"AgentArizona69","Yeahhh!! 180 #ETH came!! Can I send from additional exchange wallet?
https://t.co/MXKoZQfmEl","Twitter Web App",,,,,FALSE,FALSE,0,0,0,0,"ETH",,"ia601502.us.archive.org/26/items/eth_2…","https://t.co/MXKoZQfmEl","https://ia601502.us.archive.org/26/items/eth_20201029_20201029/eth.html?1613490804",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AgentArizona69/status/1321764655212060672","Josuke 8","Australia","i stream sometimes","https://www.twitch.tv/agentarizona69",FALSE,8,147,1,237,3395,2018-09-25 03:34:56,FALSE,,,,"https://pbs.twimg.com/profile_banners/1044430022516269058/1600256769","","http://pbs.twimg.com/profile_images/1306197681220456453/Dqqu-U0P_normal.jpg"
